epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,377.379,1.27829,0.81638,0.99851,0.73726,0.83772,0.75601,0.57508,0.87385,4.05038,0.91584,0.000551875,0.000551875,0.000551875
15,403.783,1.29285,0.82142,1.01214,0.75722,0.83834,0.72122,0.55308,0.93907,4.48393,0.93065,0.00054625,0.00054625,0.00054625
16,430.073,1.25772,0.78335,0.99408,0.77366,0.80378,0.76178,0.57243,0.89011,3.95804,0.92626,0.000540625,0.000540625,0.000540625
17,457.212,1.30922,0.77616,1.01296,0.74949,0.7617,0.73828,0.5688,0.91689,3.92607,0.92994,0.000535,0.000535,0.000535
18,483.829,1.27973,0.75925,1.00919,0.74275,0.83367,0.73546,0.56758,0.86909,4.06312,0.92232,0.000529375,0.000529375,0.000529375
19,509.998,1.25464,0.76129,0.99587,0.69913,0.80954,0.70658,0.51891,0.89785,3.7584,0.9222,0.00052375,0.00052375,0.00052375
20,536.303,1.26639,0.76202,0.99695,0.68793,0.81815,0.75031,0.58078,0.84251,3.9245,0.90654,0.000518125,0.000518125,0.000518125
21,562.815,1.25659,0.74126,0.99838,0.76077,0.83119,0.76949,0.5821,0.88862,4.32848,0.91489,0.0005125,0.0005125,0.0005125
22,589.093,1.23911,0.71359,0.99612,0.74236,0.78666,0.71121,0.52441,0.88147,4.39868,0.91893,0.000506875,0.000506875,0.000506875
23,615.486,1.24271,0.72031,0.99576,0.72639,0.82943,0.76415,0.59424,0.92186,4.04642,0.93189,0.00050125,0.00050125,0.00050125
24,641.679,1.24068,0.70428,0.99066,0.73995,0.7879,0.74344,0.57834,0.84441,3.93246,0.90165,0.000495625,0.000495625,0.000495625
25,667.825,1.22379,0.69462,0.98776,0.76506,0.80582,0.76908,0.58521,0.91698,4.23178,0.92089,0.00049,0.00049,0.00049
26,694.028,1.23121,0.70869,0.98396,0.72529,0.79739,0.75155,0.58616,0.87604,3.65247,0.9124,0.000484375,0.000484375,0.000484375
27,720.336,1.2279,0.69695,0.97876,0.74707,0.79041,0.72831,0.56242,0.85171,3.52141,0.89898,0.00047875,0.00047875,0.00047875
28,746.709,1.27106,0.71059,1.00831,0.68301,0.79933,0.67772,0.53646,0.80864,4.51073,0.89988,0.000473125,0.000473125,0.000473125
29,773.221,1.24165,0.7226,0.98958,0.70613,0.73049,0.70673,0.54894,0.82401,4.27419,0.8965,0.0004675,0.0004675,0.0004675
30,799.718,1.24405,0.69771,0.98937,0.71632,0.85112,0.77928,0.59613,0.87866,3.82024,0.91774,0.000461875,0.000461875,0.000461875
31,825.895,1.22928,0.68281,0.98976,0.77388,0.82444,0.72266,0.56277,0.86764,4.42865,0.91233,0.00045625,0.00045625,0.00045625
32,852.706,1.19875,0.66788,0.98201,0.77856,0.82772,0.73872,0.56553,0.83853,4.2288,0.8975,0.000450625,0.000450625,0.000450625
33,878.982,1.23436,0.67469,0.99623,0.70654,0.82502,0.72551,0.54686,0.89231,4.38041,0.91287,0.000445,0.000445,0.000445
34,905.363,1.20663,0.67492,0.98304,0.72054,0.83724,0.75,0.58319,0.84019,3.95246,0.90123,0.000439375,0.000439375,0.000439375
35,931.534,1.19484,0.65794,0.98198,0.73228,0.84863,0.78056,0.5976,0.85585,3.84503,0.90278,0.00043375,0.00043375,0.00043375
36,957.836,1.19512,0.66032,0.97417,0.75986,0.83029,0.71619,0.54563,0.8796,4.20747,0.91233,0.000428125,0.000428125,0.000428125
37,984.285,1.16139,0.63772,0.97376,0.75603,0.83185,0.71722,0.55377,0.8311,4.42299,0.8972,0.0004225,0.0004225,0.0004225
38,1010.63,1.18198,0.657,0.97319,0.74333,0.85191,0.7394,0.58616,0.83243,4.09632,0.90767,0.000416875,0.000416875,0.000416875
39,1038.52,1.1602,0.648,0.96768,0.71231,0.77265,0.73385,0.57436,0.84741,4.15228,0.90887,0.00041125,0.00041125,0.00041125
40,1067.3,1.15699,0.64608,0.97018,0.80109,0.84539,0.78642,0.62224,0.84617,4.2284,0.90623,0.000405625,0.000405625,0.000405625
41,1095.5,1.16064,0.63531,0.96956,0.78151,0.83725,0.79997,0.63037,0.86213,4.39708,0.90137,0.0004,0.0004,0.0004
42,1122.26,1.17049,0.64385,0.96748,0.76217,0.83764,0.73986,0.57882,0.82269,4.16123,0.9014,0.000394375,0.000394375,0.000394375
43,1148.65,1.1423,0.62048,0.962,0.68792,0.8059,0.69386,0.5213,0.86912,4.30618,0.91187,0.00038875,0.00038875,0.00038875
44,1174.92,1.11649,0.61622,0.95338,0.78209,0.83646,0.77636,0.61414,0.85605,3.6395,0.91063,0.000383125,0.000383125,0.000383125
45,1201.19,1.12493,0.6077,0.95243,0.73097,0.79227,0.7175,0.5652,0.85495,4.40654,0.90761,0.0003775,0.0003775,0.0003775
46,1228.04,1.1591,0.62323,0.9587,0.75544,0.80535,0.67509,0.52408,0.85643,4.34547,0.90947,0.000371875,0.000371875,0.000371875
47,1254.37,1.14149,0.61758,0.96497,0.73286,0.77826,0.69614,0.54079,0.90199,4.87591,0.92211,0.00036625,0.00036625,0.00036625
48,1280.77,1.1313,0.61053,0.95346,0.71048,0.71124,0.6839,0.525,0.90998,4.84598,0.92348,0.000360625,0.000360625,0.000360625
49,1307.17,1.11427,0.60681,0.95272,0.75421,0.79737,0.73405,0.5743,0.87427,4.48208,0.91118,0.000355,0.000355,0.000355
50,1333.49,1.10472,0.59736,0.95841,0.74122,0.82413,0.72194,0.56201,0.83897,4.6763,0.90225,0.000349375,0.000349375,0.000349375
51,1359.88,1.12178,0.60131,0.95443,0.74261,0.81181,0.73807,0.583,0.82566,4.23443,0.8972,0.00034375,0.00034375,0.00034375
