epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,875.695,1.2834,0.71689,1.01093,0.74671,0.81726,0.75735,0.57964,0.83455,4.17173,0.90543,0.000241375,0.000241375,0.000241375
33,901.343,1.29648,0.72147,1.01776,0.71299,0.81197,0.74587,0.56051,0.86028,4.40156,0.90657,0.000229,0.000229,0.000229
34,926.91,1.27723,0.72698,1.00498,0.70312,0.79978,0.7691,0.59532,0.83182,3.5325,0.90166,0.000216625,0.000216625,0.000216625
35,952.469,1.25745,0.69998,1.00151,0.72237,0.80718,0.78966,0.60539,0.86208,3.77534,0.90179,0.00020425,0.00020425,0.00020425
36,978.419,1.2312,0.69268,0.98661,0.69141,0.80702,0.74939,0.57333,0.851,4.19815,0.89688,0.000191875,0.000191875,0.000191875
37,1004.41,1.22295,0.68078,0.99566,0.72363,0.79185,0.74571,0.55183,0.85485,4.05267,0.90461,0.0001795,0.0001795,0.0001795
38,1030.39,1.23028,0.67631,0.98812,0.70669,0.81631,0.71454,0.55483,0.83167,4.5332,0.89208,0.000167125,0.000167125,0.000167125
39,1056.44,1.21805,0.6775,0.98657,0.71357,0.81107,0.7268,0.56591,0.8498,4.62026,0.90084,0.00015475,0.00015475,0.00015475
40,1082.53,1.19425,0.66028,0.98334,0.77255,0.80104,0.80218,0.61356,0.83182,4.44827,0.89619,0.000142375,0.000142375,0.000142375
41,1142.99,1.15979,0.61278,1.02613,0.75609,0.84014,0.72896,0.56412,0.8317,4.48532,0.89524,0.00013,0.00013,0.00013
42,1168.71,1.12405,0.58215,1.00071,0.71136,0.70955,0.69694,0.53493,0.86224,4.62982,0.90044,0.000117625,0.000117625,0.000117625
43,1194.1,1.13031,0.58625,1.01557,0.76442,0.78229,0.76817,0.59515,0.83621,4.34893,0.89286,0.00010525,0.00010525,0.00010525
44,1220.21,1.10866,0.59595,0.9977,0.76791,0.80125,0.77556,0.58224,0.87148,4.52128,0.91164,9.2875e-05,9.2875e-05,9.2875e-05
45,1246.1,1.11257,0.57568,1.0046,0.73954,0.8193,0.74264,0.57538,0.83587,4.633,0.89372,8.05e-05,8.05e-05,8.05e-05
46,1271.97,1.09778,0.57294,0.9948,0.75604,0.84317,0.75467,0.58505,0.82525,5.09192,0.89192,6.8125e-05,6.8125e-05,6.8125e-05
47,1297.85,1.08373,0.56758,0.99229,0.76841,0.84401,0.75146,0.58708,0.82854,4.876,0.89109,5.575e-05,5.575e-05,5.575e-05
48,1323.56,1.07237,0.56634,0.97861,0.73199,0.82296,0.73144,0.57494,0.8165,4.69326,0.88384,4.3375e-05,4.3375e-05,4.3375e-05
49,1349.31,1.05408,0.56297,0.9817,0.75364,0.83828,0.74632,0.58726,0.81481,4.69801,0.88505,3.1e-05,3.1e-05,3.1e-05
50,1375.04,1.06251,0.55244,0.98942,0.74167,0.84302,0.75643,0.59014,0.81285,4.58634,0.88579,1.8625e-05,1.8625e-05,1.8625e-05
